0,1963,9,1,0.0,-99.9,-99.9
1,1963,9,2,0.0,29.4,21.4
2,1963,9,3,0.0,27.8,21.8
3,1963,9,4,0.0,25.0,21.2
4,1963,9,5,0.0,27.8,19.8
5,1963,9,6,0.0,25.4,19.6
6,1963,9,7,0.0,24.6,18.0
7,1963,9,8,0.0,26.2,20.7
8,1963,9,9,0.0,26.0,20.4
9,1963,9,10,0.0,26.2,20.5
10,1963,9,11,0.0,26.6,19.4
11,1963,9,12,0.0,26.0,19.4
12,1963,9,13,0.0,26.3,20.8
13,1963,9,14,0.0,26.5,21.0
14,1963,9,15,0.0,26.0,20.8
15,1963,9,16,0.0,25.7,20.5
16,1963,9,17,0.0,26.2,20.2
17,1963,9,18,0.0,27.0,20.1
18,1963,9,19,0.0,22.4,20.8
19,1963,9,20,0.0,26.4,21.1
20,1963,9,21,0.0,25.0,20.8
21,1963,9,22,0.0,27.7,21.0
22,1963,9,23,0.0,27.8,20.0
23,1963,9,24,0.0,27.5,20.2
24,1963,9,25,0.0,26.6,21.0
25,1963,9,26,0.0,26.4,21.0
26,1963,9,27,0.0,26.2,21.8
27,1963,9,28,0.0,27.0,20.8
28,1963,9,29,0.0,27.0,20.0
29,1963,9,30,0.0,26.0,20.0
30,1963,10,1,0.0,26.8,20.7
31,1963,10,2,0.0,24.8,20.3
32,1963,10,3,0.0,24.8,19.8
33,1963,10,4,0.0,24.8,19.4
34,1963,10,5,0.0,26.4,19.7
35,1963,10,6,0.0,26.1,20.3
36,1963,10,7,0.0,25.4,20.6
37,1963,10,8,0.0,25.8,20.1
38,1963,10,9,0.0,26.2,20.7
39,1963,10,10,0.0,25.8,20.6
40,1963,10,11,0.0,26.6,20.9
41,1963,10,12,0.0,26.3,20.4
42,1963,10,13,0.0,26.2,20.8
43,1963,10,14,0.0,27.0,21.2
44,1963,10,15,0.0,27.0,21.1
45,1963,10,16,0.0,25.0,21.6
46,1963,10,17,0.0,26.3,21.6
47,1963,10,18,0.0,27.0,19.8
48,1963,10,19,0.0,26.0,19.9
49,1963,10,20,0.0,26.8,21.6
50,1963,10,21,0.0,25.8,21.0
51,1963,10,22,0.0,26.2,20.6
52,1963,10,23,0.0,26.8,19.5
53,1963,10,24,0.0,27.2,19.6
54,1963,10,25,0.0,25.2,20.6
55,1963,10,26,0.0,27.6,20.4
56,1963,10,27,0.0,27.2,20.5
57,1963,10,28,0.0,27.8,20.0
58,1963,10,29,0.0,24.4,21.9
59,1963,10,30,0.0,26.4,20.6
60,1963,10,31,0.0,26.0,21.2
61,1963,11,1,0.0,27.8,21.2
62,1963,11,2,0.0,25.8,20.8
63,1963,11,3,0.0,26.8,23.8
64,1963,11,4,0.0,25.6,21.8
65,1963,11,5,0.0,27.0,21.2
66,1963,11,6,0.0,26.8,21.3
67,1963,11,7,0.0,26.8,20.6
68,1963,11,8,0.0,26.4,21.2
69,1963,11,9,0.0,26.8,21.2
70,1963,11,10,0.0,25.8,20.6
71,1963,11,11,0.0,26.6,20.1
72,1963,11,12,0.0,25.8,20.0
73,1963,11,13,0.0,26.4,17.8
74,1963,11,14,0.0,26.0,17.6
75,1963,11,15,0.0,27.2,17.4
76,1963,11,16,0.0,27.6,18.2
77,1963,11,17,0.0,25.6,-99.9
78,1963,11,18,0.0,26.2,17.6
79,1963,11,19,0.0,27.2,18.8
80,1963,11,20,0.0,26.4,21.3
81,1963,11,21,0.0,26.4,18.0
82,1963,11,22,0.0,27.2,19.1
83,1963,11,23,0.0,28.4,21.7
84,1963,11,24,0.0,26.9,21.7
85,1963,11,25,0.0,27.2,20.4
86,1963,11,26,0.0,27.8,21.0
87,1963,11,27,0.0,28.0,20.0
88,1963,11,28,0.0,27.5,21.4
89,1963,11,29,0.0,26.8,22.2
90,1963,11,30,0.0,28.4,21.2
91,1963,12,1,2.5,29.4,22.2
92,1963,12,2,0.0,27.8,22.2
93,1963,12,3,0.0,26.2,22.0
94,1963,12,4,0.0,28.2,22.0
95,1963,12,5,0.0,28.2,20.9
96,1963,12,6,0.0,28.0,22.0
97,1963,12,7,0.0,27.2,21.2
98,1963,12,8,0.0,26.6,21.8
99,1963,12,9,0.0,27.0,21.8
100,1963,12,10,0.0,29.2,21.8
101,1963,12,11,0.0,28.2,22.8
102,1963,12,12,0.0,29.0,21.8
103,1963,12,13,0.0,27.8,22.7
104,1963,12,14,0.0,27.8,23.6
105,1963,12,15,0.0,28.4,23.8
106,1963,12,16,0.0,29.2,23.8
107,1963,12,17,0.0,27.8,23.3
108,1963,12,18,0.0,28.4,22.8
109,1963,12,19,0.0,28.2,22.6
110,1963,12,20,0.0,30.0,23.1
111,1963,12,21,0.0,28.8,24.0
112,1963,12,22,0.0,29.0,23.4
113,1963,12,23,0.0,25.8,24.0
114,1963,12,24,0.0,29.9,24.0
115,1963,12,25,0.0,26.8,24.3
116,1963,12,26,0.0,29.6,23.2
117,1963,12,27,0.0,28.0,24.0
118,1963,12,28,0.0,30.0,23.8
119,1963,12,29,0.9,30.4,23.2
120,1963,12,30,0.0,28.6,23.2
121,1963,12,31,0.0,28.4,23.4
122,1964,1,1,0.0,26.2,23.4
123,1964,1,2,0.0,29.4,21.2
124,1964,1,3,0.0,29.4,21.5
125,1964,1,4,0.0,28.8,22.2
126,1964,1,5,0.0,28.8,22.2
127,1964,1,6,0.0,29.8,24.4
128,1964,1,7,0.0,30.2,21.5
129,1964,1,8,0.0,30.2,22.4
130,1964,1,9,0.0,27.8,23.8
131,1964,1,10,0.0,29.2,24.2
132,1964,1,11,0.0,29.6,24.2
133,1964,1,12,1.5,28.6,23.4
134,1964,1,13,0.0,30.2,22.2
135,1964,1,14,1.5,28.6,23.8
