0,1971,4,2,0.0,-99.9,-99.9
1,1971,4,3,0.0,30.5,21.5
2,1971,4,4,0.0,31.2,21.2
3,1971,4,5,1.4,33.8,21.0
4,1971,4,6,0.0,34.4,21.0
5,1971,4,7,0.0,32.8,19.96
6,1971,4,8,0.0,32.9,22.0
7,1971,4,9,0.0,32.8,23.0
8,1971,4,10,1.6,33.4,22.8
9,1971,4,11,0.3,33.0,21.0
10,1971,4,12,0.0,33.2,21.8
11,1971,4,13,0.0,33.8,21.8
12,1971,4,14,0.0,32.0,20.6
13,1971,4,15,0.0,31.8,21.2
14,1971,4,16,0.0,32.2,21.6
15,1971,4,17,0.0,33.0,21.2
16,1971,4,18,0.0,31.8,20.1
17,1971,4,19,0.0,30.4,18.6
18,1971,4,20,0.0,30.0,18.1
19,1971,4,21,0.0,29.8,18.0
20,1971,4,22,0.0,30.2,18.6
21,1971,4,23,0.0,30.8,19.2
22,1971,4,24,0.0,31.9,18.6
23,1971,4,25,0.0,28.5,19.0
24,1971,4,26,0.0,27.7,18.7
25,1971,4,27,0.0,29.9,18.1
26,1971,4,28,0.0,30.2,17.2
27,1971,4,29,0.0,30.1,17.8
28,1971,4,30,0.0,31.1,17.4
29,1971,5,1,0.0,30.2,18.2
30,1971,5,2,0.0,30.2,19.2
31,1971,5,3,0.0,30.3,19.2
32,1971,5,4,0.9,29.9,18.2
33,1971,5,5,0.2,29.9,18.4
34,1971,5,6,0.0,30.2,18.2
35,1971,5,7,0.0,30.8,20.2
36,1971,5,8,0.0,30.0,17.8
37,1971,5,9,0.0,30.4,18.2
38,1971,5,10,0.0,29.8,17.2
39,1971,5,11,0.0,29.5,19.8
40,1971,5,12,0.0,28.8,15.0
41,1971,5,13,0.0,29.0,16.6
42,1971,5,14,0.0,28.6,16.2
43,1971,5,15,0.0,29.8,17.2
44,1971,5,16,0.0,29.3,17.5
45,1971,5,17,0.0,29.3,18.6
46,1971,5,18,0.0,27.6,18.8
47,1971,5,19,0.0,29.0,17.3
48,1971,5,20,0.0,28.1,17.8
49,1971,5,21,0.3,29.0,17.9
50,1971,5,22,0.0,27.0,18.5
51,1971,5,23,0.0,29.2,18.2
52,1971,5,24,0.0,27.3,19.0
53,1971,5,25,0.0,27.2,18.0
54,1971,5,26,0.0,28.4,18.4
55,1971,5,27,0.0,29.0,15.4
56,1971,5,28,0.0,26.4,16.6
57,1971,5,29,0.0,29.4,17.0
58,1971,5,30,0.0,27.0,19.0
59,1971,5,31,0.0,28.5,16.0
60,1971,6,1,0.0,29.0,16.8
61,1971,6,2,0.0,28.0,19.2
62,1971,6,3,0.0,28.4,18.3
63,1971,6,4,0.0,27.4,17.8
64,1971,6,5,0.0,28.2,17.8
65,1971,6,6,0.0,29.2,17.6
66,1971,6,7,0.0,28.8,18.6
67,1971,6,8,0.0,25.8,17.6
68,1971,6,9,0.5,25.8,18.0
69,1971,6,10,0.01,25.0,17.2
70,1971,6,11,0.0,28.0,18.0
71,1971,6,12,0.0,26.8,19.0
72,1971,6,13,0.0,28.0,16.2
73,1971,6,14,0.0,25.5,17.5
74,1971,6,15,0.0,26.9,16.6
75,1971,6,16,0.0,26.2,17.6
76,1971,6,17,0.0,29.0,17.2
77,1971,6,18,0.0,27.0,17.4
78,1971,6,19,0.0,25.8,15.6
79,1971,6,20,0.0,29.0,18.0
80,1971,6,21,0.0,27.3,18.2
81,1971,6,22,0.0,24.0,17.5
82,1971,6,23,0.0,25.3,15.8
83,1971,6,24,0.0,26.3,15.0
84,1971,6,25,0.0,25.5,14.9
85,1971,6,26,0.0,26.6,14.4
86,1971,6,27,0.0,27.0,16.5
87,1971,6,28,0.0,27.2,17.5
88,1971,6,29,0.0,26.7,16.8
89,1971,6,30,0.0,26.4,17.4
90,1971,7,1,0.0,27.9,16.5
91,1971,7,2,0.0,26.4,16.6
92,1971,7,3,0.0,27.9,18.0
93,1971,7,4,0.0,25.9,17.0
94,1971,7,5,0.0,26.5,13.5
95,1971,7,6,0.0,26.0,17.0
96,1971,7,7,0.0,28.5,17.4
97,1971,7,8,0.0,25.0,17.2
98,1971,7,9,0.0,27.0,17.3
99,1971,7,10,0.0,25.8,17.4
100,1971,7,11,0.0,25.2,13.2
101,1971,7,12,0.0,26.8,16.5
102,1971,7,13,0.0,28.4,16.0
103,1971,7,14,0.0,27.2,17.8
104,1971,7,15,0.0,27.2,16.8
105,1971,7,16,0.0,28.8,17.8
106,1971,7,17,0.0,26.5,17.4
107,1971,7,18,0.0,27.0,14.8
108,1971,7,19,0.0,27.0,13.0
109,1971,7,20,0.0,26.4,16.8
110,1971,7,21,0.0,26.8,17.0
